"","estimate","pt","pr","covariate.set","n","m"
"14358",6.24845486869272,0.25,0.5,"Minimal",150,1000
"14359",6.8846273785703,0.25,0.25,"Extended",150,1000
"14360",6.79367791560594,0.25,0.25,"Minimal",150,1000
"14361",5.60044864431363,0.25,0.5,"Extended",150,1000
"14362",5.86734374041928,0.25,0.5,"Minimal",150,1000
"14363",5.53326258876166,0.25,0.25,"Extended",150,1000
"14364",5.55616562197457,0.25,0.25,"Minimal",150,1000
"14365",6.71026232983273,0.25,0.5,"Extended",150,1000
"14366",6.69103090799618,0.25,0.5,"Minimal",150,1000
"14367",6.86881100031963,0.25,0.25,"Extended",150,1000
"14368",6.94201552191881,0.25,0.25,"Minimal",150,1000
"14369",6.70320426106714,0.25,0.5,"Extended",150,1000
"14370",6.97208460737253,0.25,0.5,"Minimal",150,1000
"14371",6.78811953254614,0.25,0.25,"Extended",150,1000
"14372",6.82557332081322,0.25,0.25,"Minimal",150,1000
"14373",6.41494859370428,0.25,0.5,"Extended",150,1000
"14374",6.5341287464494,0.25,0.5,"Minimal",150,1000
"14375",6.89309187445521,0.25,0.25,"Extended",150,1000
"14376",7.26544092114119,0.25,0.25,"Minimal",150,1000
"14377",7.04369501218307,0.25,0.5,"Extended",150,1000
"14378",7.4942293002666,0.25,0.5,"Minimal",150,1000
"14379",5.74417931840277,0.25,0.25,"Extended",150,1000
"14380",5.90229124106839,0.25,0.25,"Minimal",150,1000
"14381",5.434774866986,0.25,0.5,"Extended",150,1000
"14382",5.72272738273424,0.25,0.5,"Minimal",150,1000
"14383",6.47570807154677,0.25,0.25,"Extended",150,1000
"14384",6.37859421000489,0.25,0.25,"Minimal",150,1000
"14385",7.75654626962514,0.25,0.5,"Extended",150,1000
"14386",7.65252446293579,0.25,0.5,"Minimal",150,1000
"14387",6.07474313589678,0.25,0.25,"Extended",150,1000
"14388",5.97653873682199,0.25,0.25,"Minimal",150,1000
"14389",6.81926712601048,0.25,0.5,"Extended",150,1000
"14390",6.65697585866532,0.25,0.5,"Minimal",150,1000
"14391",7.4356115638353,0.25,0.25,"Extended",150,1000
"14392",7.48097826365948,0.25,0.25,"Minimal",150,1000
"14393",6.71724136473866,0.25,0.5,"Extended",150,1000
"14394",6.75884699714973,0.25,0.5,"Minimal",150,1000
"14395",6.78145675448383,0.25,0.25,"Extended",150,1000
"14396",6.75731547328326,0.25,0.25,"Minimal",150,1000
"14397",6.29631537238824,0.25,0.5,"Extended",150,1000
"14398",6.2236328328401,0.25,0.5,"Minimal",150,1000
"14399",6.67541714924131,0.25,0.25,"Extended",150,1000
"14400",6.65984316168782,0.25,0.25,"Minimal",150,1000
"14401",7.07669156224032,0.25,0.5,"Extended",150,1000
"14402",6.8228054267677,0.25,0.5,"Minimal",150,1000
"14403",6.58353992347168,0.25,0.25,"Extended",150,1000
"14404",6.5719733899979,0.25,0.25,"Minimal",150,1000
"14405",6.4753857479394,0.25,0.5,"Extended",150,1000
"14406",6.20740444106923,0.25,0.5,"Minimal",150,1000
"14407",6.86709447047169,0.25,0.25,"Extended",150,1000
"14408",6.89316537356128,0.25,0.25,"Minimal",150,1000
"14409",6.56661488469635,0.25,0.5,"Extended",150,1000
"14410",6.76954487154983,0.25,0.5,"Minimal",150,1000
"14411",6.85328989232757,0.25,0.25,"Extended",150,1000
"14412",6.92978848227921,0.25,0.25,"Minimal",150,1000
"14413",6.37907810889975,0.25,0.5,"Extended",150,1000
"14414",6.26640180403229,0.25,0.5,"Minimal",150,1000
"14415",5.99564028574268,0.25,0.25,"Extended",150,1000
"14416",6.01724194285421,0.25,0.25,"Minimal",150,1000
"14417",4.93334988983114,0.25,0.5,"Extended",150,1000
"14418",5.55373423352164,0.25,0.5,"Minimal",150,1000
"14419",5.42570396509702,0.25,0.25,"Extended",150,1000
"14420",5.45621631119705,0.25,0.25,"Minimal",150,1000
"14421",7.34859127587298,0.25,0.5,"Extended",150,1000
"14422",6.98371075160268,0.25,0.5,"Minimal",150,1000
"14423",5.89026444880863,0.25,0.25,"Extended",150,1000
"14424",5.94655197441792,0.25,0.25,"Minimal",150,1000
"14425",6.37466807420404,0.25,0.5,"Extended",150,1000
"14426",5.81537000231124,0.25,0.5,"Minimal",150,1000
"14427",5.70392406481638,0.25,0.25,"Extended",150,1000
"14428",5.59879666326622,0.25,0.25,"Minimal",150,1000
"14429",6.33572395578484,0.25,0.5,"Extended",150,1000
"14430",6.62003177721711,0.25,0.5,"Minimal",150,1000
"14431",7.08813302894291,0.25,0.25,"Extended",150,1000
"14432",7.08297957760611,0.25,0.25,"Minimal",150,1000
"14433",5.61455782406257,0.25,0.5,"Extended",150,1000
"14434",5.65014805528118,0.25,0.5,"Minimal",150,1000
"14435",6.54745579122081,0.25,0.25,"Extended",150,1000
"14436",6.50722062641029,0.25,0.25,"Minimal",150,1000
"14437",5.94085281400321,0.25,0.5,"Extended",150,1000
"14438",5.9471457077644,0.25,0.5,"Minimal",150,1000
"14439",6.87865442601788,0.25,0.25,"Extended",150,1000
"14440",6.90699685614566,0.25,0.25,"Minimal",150,1000
"14441",6.27071515545685,0.25,0.5,"Extended",150,1000
"14442",6.26337445448306,0.25,0.5,"Minimal",150,1000
"14443",6.58454633723631,0.25,0.25,"Extended",150,1000
"14444",6.61446411380719,0.25,0.25,"Minimal",150,1000
"14445",5.0509817917923,0.25,0.5,"Extended",150,1000
"14446",5.49707186943142,0.25,0.5,"Minimal",150,1000
"14447",7.24500000939566,0.25,0.25,"Extended",150,1000
"14448",7.17427441530929,0.25,0.25,"Minimal",150,1000
"14449",6.78378544969245,0.25,0.5,"Extended",150,1000
"14450",6.49061504797235,0.25,0.5,"Minimal",150,1000
"14451",7.29822602048068,0.25,0.25,"Extended",150,1000
"14452",7.3873856421173,0.25,0.25,"Minimal",150,1000
"14453",7.69265467638854,0.25,0.5,"Extended",150,1000
"14454",7.92609458950978,0.25,0.5,"Minimal",150,1000
"14455",6.73617036818756,0.25,0.25,"Extended",150,1000
"14456",6.62369050737676,0.25,0.25,"Minimal",150,1000
"14457",6.04051917653464,0.25,0.5,"Extended",150,1000
"14458",7.70302647939303,0.25,0.5,"Minimal",150,1000
"14459",6.99668693575584,0.25,0.25,"Extended",150,1000
"14460",6.85168222481388,0.25,0.25,"Minimal",150,1000
"14461",7.11342277395268,0.25,0.5,"Extended",150,1000
"14462",7.0625829488839,0.25,0.5,"Minimal",150,1000
"14463",6.8826765987286,0.25,0.25,"Extended",150,1000
"14464",6.88538093811732,0.25,0.25,"Minimal",150,1000
"14465",6.50001584075109,0.25,0.5,"Extended",150,1000
"14466",6.86218697371645,0.25,0.5,"Minimal",150,1000
"14467",8.85744317744246,0.25,0.25,"Extended",150,1000
"14468",8.74040579959147,0.25,0.25,"Minimal",150,1000
"14469",5.36837118099275,0.25,0.5,"Extended",150,1000
"14470",5.95792500569995,0.25,0.5,"Minimal",150,1000
"14471",6.7785030864923,0.25,0.25,"Extended",150,1000
"14472",6.69895578186695,0.25,0.25,"Minimal",150,1000
"14473",6.119086227307,0.25,0.5,"Extended",150,1000
"14474",6.23096332739823,0.25,0.5,"Minimal",150,1000
"14475",7.24613876229941,0.25,0.25,"Extended",150,1000
"14476",7.23434997564564,0.25,0.25,"Minimal",150,1000
"14477",6.15787913745279,0.25,0.5,"Extended",150,1000
"14478",6.24976436290878,0.25,0.5,"Minimal",150,1000
"14479",6.14499693009132,0.25,0.25,"Extended",150,1000
"14480",6.03340029635012,0.25,0.25,"Minimal",150,1000
"14481",6.28260331005278,0.25,0.5,"Extended",150,1000
"14482",6.2905606598456,0.25,0.5,"Minimal",150,1000
"14483",7.02441698909064,0.25,0.25,"Extended",150,1000
"14484",6.86694258763592,0.25,0.25,"Minimal",150,1000
"14485",6.27209161363334,0.25,0.5,"Extended",150,1000
"14486",6.26408699547112,0.25,0.5,"Minimal",150,1000
"14487",6.72639878288449,0.25,0.25,"Extended",150,1000
"14488",6.58630503729563,0.25,0.25,"Minimal",150,1000
"14489",5.01135705744025,0.25,0.5,"Extended",150,1000
"14490",5.65141466762639,0.25,0.5,"Minimal",150,1000
"14491",6.38655406526106,0.25,0.25,"Extended",150,1000
"14492",6.39211903125067,0.25,0.25,"Minimal",150,1000
"14493",6.29352377656541,0.25,0.5,"Extended",150,1000
"14494",5.93116699745201,0.25,0.5,"Minimal",150,1000
"14495",6.51896147417622,0.25,0.25,"Extended",150,1000
"14496",6.67313461238053,0.25,0.25,"Minimal",150,1000
"14497",6.3550513575755,0.25,0.5,"Extended",150,1000
"14498",6.66835021035721,0.25,0.5,"Minimal",150,1000
"14499",6.64591223180494,0.25,0.25,"Extended",150,1000
"14500",6.68673923212387,0.25,0.25,"Minimal",150,1000
"14501",6.45092350628175,0.25,0.5,"Extended",150,1000
"14502",6.68974844140411,0.25,0.5,"Minimal",150,1000
"14503",6.96909154229875,0.25,0.25,"Extended",150,1000
"14504",6.99616622595939,0.25,0.25,"Minimal",150,1000
"14505",6.80966937620495,0.25,0.5,"Extended",150,1000
"14506",6.72234192667711,0.25,0.5,"Minimal",150,1000
"14507",6.82651853789302,0.25,0.25,"Extended",150,1000
"14508",6.82011158612447,0.25,0.25,"Minimal",150,1000
"14509",5.57983109964206,0.25,0.5,"Extended",150,1000
"14510",5.66380052272289,0.25,0.5,"Minimal",150,1000
"14511",5.19483010619172,0.25,0.25,"Extended",150,1000
"14512",5.41557851896449,0.25,0.25,"Minimal",150,1000
"14513",5.82048741464994,0.25,0.5,"Extended",150,1000
"14514",5.79544845822925,0.25,0.5,"Minimal",150,1000
"14515",5.34887357853668,0.25,0.25,"Extended",150,1000
"14516",5.34822570120036,0.25,0.25,"Minimal",150,1000
"14517",7.06183682549168,0.25,0.5,"Extended",150,1000
"14518",6.31710057800268,0.25,0.5,"Minimal",150,1000
"14519",6.90805450869452,0.25,0.25,"Extended",150,1000
"14520",6.98070645805667,0.25,0.25,"Minimal",150,1000
"14521",5.78025812479678,0.25,0.5,"Extended",150,1000
"14522",6.25467230582504,0.25,0.5,"Minimal",150,1000
"14523",6.35565122604726,0.25,0.25,"Extended",150,1000
"14524",6.18705121741116,0.25,0.25,"Minimal",150,1000
"14525",5.24187842777704,0.25,0.5,"Extended",150,1000
"14526",5.34468362245687,0.25,0.5,"Minimal",150,1000
"14527",6.04617880002999,0.25,0.25,"Extended",150,1000
"14528",6.06231533943267,0.25,0.25,"Minimal",150,1000
"14529",6.75230297661673,0.25,0.5,"Extended",150,1000
"14530",6.50318638550863,0.25,0.5,"Minimal",150,1000
"14531",6.38212988559415,0.25,0.25,"Extended",150,1000
"14532",6.37797051880704,0.25,0.25,"Minimal",150,1000
"14533",5.80960045467839,0.25,0.5,"Extended",150,1000
"14534",5.89545831587046,0.25,0.5,"Minimal",150,1000
"14535",5.89668733638904,0.25,0.25,"Extended",150,1000
"14536",5.94954376312706,0.25,0.25,"Minimal",150,1000
"14537",6.12664047812728,0.25,0.5,"Extended",150,1000
"14538",6.00732984178173,0.25,0.5,"Minimal",150,1000
"14539",6.96581739278592,0.25,0.25,"Extended",150,1000
"14540",6.97265434431955,0.25,0.25,"Minimal",150,1000
"14541",6.5459150483263,0.25,0.5,"Extended",150,1000
"14542",6.77885148218092,0.25,0.5,"Minimal",150,1000
"14543",6.92572199158993,0.25,0.25,"Extended",150,1000
"14544",6.9360008994537,0.25,0.25,"Minimal",150,1000
"14545",6.21119581572619,0.25,0.5,"Extended",150,1000
"14546",6.82944030716257,0.25,0.5,"Minimal",150,1000
"14547",6.98700960311346,0.25,0.25,"Extended",150,1000
"14548",6.99777366123353,0.25,0.25,"Minimal",150,1000
"14549",7.83004266169806,0.25,0.5,"Extended",150,1000
"14550",7.7182257866849,0.25,0.5,"Minimal",150,1000
"14551",6.87418967509456,0.25,0.25,"Extended",150,1000
"14552",6.7567500833007,0.25,0.25,"Minimal",150,1000
"14553",8.1887319598542,0.25,0.5,"Extended",150,1000
"14554",7.78094203890836,0.25,0.5,"Minimal",150,1000
"14555",6.32345636125558,0.25,0.25,"Extended",150,1000
"14556",6.31281455285507,0.25,0.25,"Minimal",150,1000
"14557",6.01225049305577,0.25,0.5,"Extended",150,1000
"14558",6.24895681866388,0.25,0.5,"Minimal",150,1000
"14559",7.15783867975038,0.25,0.25,"Extended",150,1000
"14560",7.18258482896132,0.25,0.25,"Minimal",150,1000
"14561",6.34888248367154,0.25,0.5,"Extended",150,1000
"14562",6.3076153908803,0.25,0.5,"Minimal",150,1000
"14563",7.7102196701567,0.25,0.25,"Extended",150,1000
"14564",7.56955916510655,0.25,0.25,"Minimal",150,1000
"14565",6.25854759794429,0.25,0.5,"Extended",150,1000
"14566",6.1167480251544,0.25,0.5,"Minimal",150,1000
"14567",5.34809335364139,0.25,0.25,"Extended",150,1000
"14568",5.42760609698284,0.25,0.25,"Minimal",150,1000
"14569",6.27141058902026,0.25,0.5,"Extended",150,1000
"14570",6.6604173596356,0.25,0.5,"Minimal",150,1000
"14571",5.89439404690909,0.25,0.25,"Extended",150,1000
"14572",5.84280766946497,0.25,0.25,"Minimal",150,1000
"14573",5.74727315384484,0.25,0.5,"Extended",150,1000
"14574",5.64706341208711,0.25,0.5,"Minimal",150,1000
"14575",5.6053134242592,0.25,0.25,"Extended",150,1000
"14576",5.49850121359803,0.25,0.25,"Minimal",150,1000
"14577",6.20608437683223,0.25,0.5,"Extended",150,1000
"14578",6.05211690426574,0.25,0.5,"Minimal",150,1000
"14579",6.65822518050378,0.25,0.25,"Extended",150,1000
"14580",6.7519118230862,0.25,0.25,"Minimal",150,1000
"14581",5.31786418214948,0.25,0.5,"Extended",150,1000
"14582",5.74148069408687,0.25,0.5,"Minimal",150,1000
"14583",6.22727447503757,0.25,0.25,"Extended",150,1000
"14584",6.27232724316109,0.25,0.25,"Minimal",150,1000
"14585",6.34137906430332,0.25,0.5,"Extended",150,1000
"14586",6.09176295625685,0.25,0.5,"Minimal",150,1000
"14587",6.94780960714705,0.25,0.25,"Extended",150,1000
"14588",7.01397294334216,0.25,0.25,"Minimal",150,1000
"14589",4.77082070546988,0.25,0.5,"Extended",150,1000
"14590",4.92039337760278,0.25,0.5,"Minimal",150,1000
"14591",6.19852321879077,0.25,0.25,"Extended",150,1000
"14592",6.17395842252764,0.25,0.25,"Minimal",150,1000
"14593",6.58469418351883,0.25,0.5,"Extended",150,1000
"14594",6.52532979645619,0.25,0.5,"Minimal",150,1000
"14595",6.73204387314561,0.25,0.25,"Extended",150,1000
"14596",6.7767893866026,0.25,0.25,"Minimal",150,1000
"14597",7.1160044543055,0.25,0.5,"Extended",150,1000
"14598",6.44238494149637,0.25,0.5,"Minimal",150,1000
"14599",6.84968687391263,0.25,0.25,"Extended",150,1000
"14600",6.79107723941573,0.25,0.25,"Minimal",150,1000
"14601",6.19311820899923,0.25,0.5,"Extended",150,1000
"14602",5.97807779451312,0.25,0.5,"Minimal",150,1000
"14603",6.35386741961111,0.25,0.25,"Extended",150,1000
"14604",6.30911155199991,0.25,0.25,"Minimal",150,1000
"14605",6.8802943970468,0.25,0.5,"Extended",150,1000
"14606",5.89114209054687,0.25,0.5,"Minimal",150,1000
"14607",6.7520105138474,0.25,0.25,"Extended",150,1000
"14608",6.88240295625063,0.25,0.25,"Minimal",150,1000
"14609",7.74120964376243,0.25,0.5,"Extended",150,1000
"14610",7.66742224337711,0.25,0.5,"Minimal",150,1000
"14611",7.09087283395555,0.25,0.25,"Extended",150,1000
"14612",7.14580282845957,0.25,0.25,"Minimal",150,1000
"14613",6.23885592992456,0.25,0.5,"Extended",150,1000
"14614",6.75019331975497,0.25,0.5,"Minimal",150,1000
"14615",5.35533478575391,0.25,0.25,"Extended",150,1000
"14616",5.29984939505825,0.25,0.25,"Minimal",150,1000
"14617",6.3405524944124,0.25,0.5,"Extended",150,1000
"14618",5.88456618040766,0.25,0.5,"Minimal",150,1000
"14619",6.6432128072194,0.25,0.25,"Extended",150,1000
"14620",6.64446802171701,0.25,0.25,"Minimal",150,1000
"14621",7.0202520810671,0.25,0.5,"Extended",150,1000
"14622",6.79409428147781,0.25,0.5,"Minimal",150,1000
"14623",6.68711142697848,0.25,0.25,"Extended",150,1000
"14624",6.77290099943215,0.25,0.25,"Minimal",150,1000
"14625",7.11844378231768,0.25,0.5,"Extended",150,1000
"14626",6.44211073869804,0.25,0.5,"Minimal",150,1000
"14627",6.048149678431,0.25,0.25,"Extended",150,1000
"14628",5.93555907712493,0.25,0.25,"Minimal",150,1000
"14629",5.87487933654949,0.25,0.5,"Extended",150,1000
"14630",6.58475000354352,0.25,0.5,"Minimal",150,1000
"14631",6.76584726906961,0.25,0.25,"Extended",150,1000
"14632",6.71336292301724,0.25,0.25,"Minimal",150,1000
"14633",6.96809585192284,0.25,0.5,"Extended",150,1000
"14634",7.21756945245486,0.25,0.5,"Minimal",150,1000
"14635",6.28272891707507,0.25,0.25,"Extended",150,1000
"14636",6.34811866517993,0.25,0.25,"Minimal",150,1000
"14637",6.13656678870284,0.25,0.5,"Extended",150,1000
"14638",7.48996601544658,0.25,0.5,"Minimal",150,1000
"14639",6.40575530228884,0.25,0.25,"Extended",150,1000
"14640",6.45331703331157,0.25,0.25,"Minimal",150,1000
"14641",6.55604296807269,0.25,0.5,"Extended",150,1000
"14642",6.73515692829198,0.25,0.5,"Minimal",150,1000
"14643",6.32483439465936,0.25,0.25,"Extended",150,1000
"14644",6.128826081757,0.25,0.25,"Minimal",150,1000
"14645",6.90043412378884,0.25,0.5,"Extended",150,1000
"14646",6.79854800463597,0.25,0.5,"Minimal",150,1000
"14647",5.09582370358752,0.25,0.25,"Extended",150,1000
"14648",5.02160551467052,0.25,0.25,"Minimal",150,1000
"14649",5.83424138312958,0.25,0.5,"Extended",150,1000
"14650",5.86887914204923,0.25,0.5,"Minimal",150,1000
"14651",7.90442107353709,0.25,0.25,"Extended",150,1000
"14652",8.03671474193271,0.25,0.25,"Minimal",150,1000
"14653",6.59623063328895,0.25,0.5,"Extended",150,1000
"14654",6.8813672575034,0.25,0.5,"Minimal",150,1000
"14655",5.94653746713817,0.25,0.25,"Extended",150,1000
"14656",5.79062860755701,0.25,0.25,"Minimal",150,1000
"14657",5.77836878609853,0.25,0.5,"Extended",150,1000
"14658",5.78216792630613,0.25,0.5,"Minimal",150,1000
"14659",5.62005743385591,0.25,0.25,"Extended",150,1000
"14660",5.54185194976787,0.25,0.25,"Minimal",150,1000
"14661",5.55395843097349,0.25,0.5,"Extended",150,1000
"14662",5.35578876890686,0.25,0.5,"Minimal",150,1000
"14663",5.8453985193166,0.25,0.25,"Extended",150,1000
"14664",5.84705071646394,0.25,0.25,"Minimal",150,1000
"14665",7.24075245582368,0.25,0.5,"Extended",150,1000
"14666",7.32594323016528,0.25,0.5,"Minimal",150,1000
"14667",6.63083422228553,0.25,0.25,"Extended",150,1000
"14668",6.57598297632608,0.25,0.25,"Minimal",150,1000
"14669",6.14096224729523,0.25,0.5,"Extended",150,1000
"14670",6.54609739442079,0.25,0.5,"Minimal",150,1000
"14671",6.56597653821619,0.25,0.25,"Extended",150,1000
"14672",6.56755028560662,0.25,0.25,"Minimal",150,1000
"14673",5.4214963953227,0.25,0.5,"Extended",150,1000
"14674",5.60303701646413,0.25,0.5,"Minimal",150,1000
"14675",6.64165657792018,0.25,0.25,"Extended",150,1000
"14676",6.72246750117218,0.25,0.25,"Minimal",150,1000
"14677",5.63935454953858,0.25,0.5,"Extended",150,1000
"14678",5.6434850383474,0.25,0.5,"Minimal",150,1000
"14679",6.02791045352421,0.25,0.25,"Extended",150,1000
"14680",6.03984251863944,0.25,0.25,"Minimal",150,1000
"14681",4.46719947592893,0.25,0.5,"Extended",150,1000
"14682",5.1291873121884,0.25,0.5,"Minimal",150,1000
"14683",5.74017738479644,0.25,0.25,"Extended",150,1000
"14684",5.79486130689989,0.25,0.25,"Minimal",150,1000
"14685",7.99422652197471,0.25,0.5,"Extended",150,1000
"14686",7.87789058660093,0.25,0.5,"Minimal",150,1000
"14687",6.72096073047211,0.25,0.25,"Extended",150,1000
"14688",6.70777411606628,0.25,0.25,"Minimal",150,1000
"14689",6.227604013416,0.25,0.5,"Extended",150,1000
"14690",6.65382179478716,0.25,0.5,"Minimal",150,1000
"14691",5.13869179761746,0.25,0.25,"Extended",150,1000
"14692",5.15572446564309,0.25,0.25,"Minimal",150,1000
"14693",6.41199972339793,0.25,0.5,"Extended",150,1000
"14694",6.55852954360444,0.25,0.5,"Minimal",150,1000
"14695",7.00863914558481,0.25,0.25,"Extended",150,1000
"14696",7.02005436223688,0.25,0.25,"Minimal",150,1000
"14697",6.78720429626257,0.25,0.5,"Extended",150,1000
"14698",6.76583493479498,0.25,0.5,"Minimal",150,1000
"14699",6.92449532909545,0.25,0.25,"Extended",150,1000
"14700",6.92915267933596,0.25,0.25,"Minimal",150,1000
"14701",6.6482948619418,0.25,0.5,"Extended",150,1000
"14702",6.49131511965033,0.25,0.5,"Minimal",150,1000
"14703",7.09933240136211,0.25,0.25,"Extended",150,1000
"14704",7.0512128350532,0.25,0.25,"Minimal",150,1000
"14705",6.48262731780251,0.25,0.5,"Extended",150,1000
"14706",6.72557397455556,0.25,0.5,"Minimal",150,1000
"14707",6.6500298842839,0.25,0.25,"Extended",150,1000
"14708",6.71606765145182,0.25,0.25,"Minimal",150,1000
"14709",6.3145309041675,0.25,0.5,"Extended",150,1000
"14710",6.36573786915095,0.25,0.5,"Minimal",150,1000
"14711",6.62577540238469,0.25,0.25,"Extended",150,1000
"14712",6.62396283419622,0.25,0.25,"Minimal",150,1000
"14713",5.76194108571283,0.25,0.5,"Extended",150,1000
"14714",5.83327904358928,0.25,0.5,"Minimal",150,1000
"14715",7.23022275915511,0.25,0.25,"Extended",150,1000
"14716",6.98067193245772,0.25,0.25,"Minimal",150,1000
"14717",6.04134611698556,0.25,0.5,"Extended",150,1000
"14718",6.05689791077963,0.25,0.5,"Minimal",150,1000
"14719",6.99063139017654,0.25,0.25,"Extended",150,1000
"14720",7.29088367654318,0.25,0.25,"Minimal",150,1000
"14721",6.37339687424102,0.25,0.5,"Extended",150,1000
"14722",6.3250454756652,0.25,0.5,"Minimal",150,1000
"14723",7.53759158460044,0.25,0.25,"Extended",150,1000
"14724",7.46222805121213,0.25,0.25,"Minimal",150,1000
"14725",7.45923655109459,0.25,0.5,"Extended",150,1000
"14726",7.71318679239957,0.25,0.5,"Minimal",150,1000
"14727",6.51944636599386,0.25,0.25,"Extended",150,1000
"14728",6.53692148256405,0.25,0.25,"Minimal",150,1000
"14729",8.0203201271311,0.25,0.5,"Extended",150,1000
"14730",7.36683030308698,0.25,0.5,"Minimal",150,1000
"14731",7.0183762288438,0.25,0.25,"Extended",150,1000
"14732",7.05636891998281,0.25,0.25,"Minimal",150,1000
"14733",6.64692275449424,0.25,0.5,"Extended",150,1000
"14734",6.5728884692958,0.25,0.5,"Minimal",150,1000
"14735",6.32608961417405,0.25,0.25,"Extended",150,1000
"14736",6.32014315715007,0.25,0.25,"Minimal",150,1000
"14737",7.2160944895405,0.25,0.5,"Extended",150,1000
"14738",7.32299617741309,0.25,0.5,"Minimal",150,1000
"14739",6.81161256242045,0.25,0.25,"Extended",150,1000
"14740",6.90238363523174,0.25,0.25,"Minimal",150,1000
"14741",5.93422625461663,0.25,0.5,"Extended",150,1000
"14742",5.81514723511274,0.25,0.5,"Minimal",150,1000
"14743",6.07007299862698,0.25,0.25,"Extended",150,1000
"14744",6.03690415417695,0.25,0.25,"Minimal",150,1000
"14745",7.35672091203965,0.25,0.5,"Extended",150,1000
"14746",7.26468380188366,0.25,0.5,"Minimal",150,1000
"14747",5.79081236635217,0.25,0.25,"Extended",150,1000
"14748",5.84549348697643,0.25,0.25,"Minimal",150,1000
"14749",7.49688601228027,0.25,0.5,"Extended",150,1000
"14750",7.20839342493277,0.25,0.5,"Minimal",150,1000
"14751",7.74433581756334,0.25,0.25,"Extended",150,1000
"14752",7.58148791430324,0.25,0.25,"Minimal",150,1000
"14753",6.71497738804648,0.25,0.5,"Extended",150,1000
"14754",7.2340203781409,0.25,0.5,"Minimal",150,1000
"14755",6.47029709005683,0.25,0.25,"Extended",150,1000
"14756",6.1979915644462,0.25,0.25,"Minimal",150,1000
"14757",6.83721804291968,0.25,0.5,"Extended",150,1000
"14758",6.79503531255463,0.25,0.5,"Minimal",150,1000
"14759",7.4875259289513,0.25,0.25,"Extended",150,1000
"14760",7.5129811984488,0.25,0.25,"Minimal",150,1000
"14761",5.98035666499809,0.25,0.5,"Extended",150,1000
"14762",5.84621223204883,0.25,0.5,"Minimal",150,1000
"14763",7.05349329094123,0.25,0.25,"Extended",150,1000
"14764",7.06583835518495,0.25,0.25,"Minimal",150,1000
"14765",5.63007354566739,0.25,0.5,"Extended",150,1000
"14766",5.9568382224673,0.25,0.5,"Minimal",150,1000
"14767",6.15544224550178,0.25,0.25,"Extended",150,1000
"14768",6.10417447222314,0.25,0.25,"Minimal",150,1000
"14769",6.5264373723679,0.25,0.5,"Extended",150,1000
"14770",6.46671380332774,0.25,0.5,"Minimal",150,1000
"14771",6.3673429808013,0.25,0.25,"Extended",150,1000
"14772",6.21338612244607,0.25,0.25,"Minimal",150,1000
"14773",4.61105053554773,0.25,0.5,"Extended",150,1000
"14774",5.775211036985,0.25,0.5,"Minimal",150,1000
"14775",7.93932142056759,0.25,0.25,"Extended",150,1000
"14776",7.93393861162627,0.25,0.25,"Minimal",150,1000
"14777",6.78104873575533,0.25,0.5,"Extended",150,1000
"14778",6.30164863900865,0.25,0.5,"Minimal",150,1000
"14779",6.29272042266352,0.25,0.25,"Extended",150,1000
"14780",6.25361425768584,0.25,0.25,"Minimal",150,1000
"14781",6.65166973332887,0.25,0.5,"Extended",150,1000
"14782",6.89937521962051,0.25,0.5,"Minimal",150,1000
"14783",7.26910665134576,0.25,0.25,"Extended",150,1000
"14784",7.3308528325053,0.25,0.25,"Minimal",150,1000
"14785",6.06556733536869,0.25,0.5,"Extended",150,1000
"14786",6.25774629601494,0.25,0.5,"Minimal",150,1000
"14787",5.84920756069758,0.25,0.25,"Extended",150,1000
"14788",5.85292621466364,0.25,0.25,"Minimal",150,1000
"14789",6.67365610855749,0.25,0.5,"Extended",150,1000
"14790",6.91478957423471,0.25,0.5,"Minimal",150,1000
"14791",7.07686351992173,0.25,0.25,"Extended",150,1000
"14792",7.13476248460583,0.25,0.25,"Minimal",150,1000
"14793",6.03787585420192,0.25,0.5,"Extended",150,1000
"14794",5.72091222662117,0.25,0.5,"Minimal",150,1000
"14795",6.29095154722951,0.25,0.25,"Extended",150,1000
"14796",6.17550948437716,0.25,0.25,"Minimal",150,1000
"14797",7.88224240954069,0.25,0.5,"Extended",150,1000
"14798",6.95785906768793,0.25,0.5,"Minimal",150,1000
"14799",6.92913183010574,0.25,0.25,"Extended",150,1000
"14800",6.79673993225537,0.25,0.25,"Minimal",150,1000
"14801",7.22144695283774,0.25,0.5,"Extended",150,1000
"14802",6.4824509716357,0.25,0.5,"Minimal",150,1000
"14803",6.43267349594769,0.25,0.25,"Extended",150,1000
"14804",6.47495064267849,0.25,0.25,"Minimal",150,1000
"14805",5.94203312054284,0.25,0.5,"Extended",150,1000
"14806",6.18268669728988,0.25,0.5,"Minimal",150,1000
"14807",6.63263971005418,0.25,0.25,"Extended",150,1000
"14808",6.58541545893739,0.25,0.25,"Minimal",150,1000
"14809",6.97846219746247,0.25,0.5,"Extended",150,1000
"14810",6.12566697224616,0.25,0.5,"Minimal",150,1000
"14811",6.03559786651787,0.25,0.25,"Extended",150,1000
"14812",5.98332215348787,0.25,0.25,"Minimal",150,1000
"14813",7.51244638260438,0.25,0.5,"Extended",150,1000
"14814",7.37089804493341,0.25,0.5,"Minimal",150,1000
"14815",5.94248260144189,0.25,0.25,"Extended",150,1000
